id	col	lig	X_utm	Y_utm
GCP #537	1826.357	-891.58	437440.019	8757128.801
GCP #538	1825.444	-912.586	437462.287	8757124.56
GCP #539	1817.681	-917.609	437470.77	8757116.077
GCP #540	1803.068	-896.603	437437.899	8757109.715
GCP #541	1789.368	-867.834	437410.329	8757102.292
GCP #542	1777.495	-892.037	437434.187	8757087.447
GCP #543	1788.911	-914.869	437462.287	8757091.158
GCP #544	1766.992	-901.17	437441.61	8757077.904
GCP #545	1790.281	-924.916	437482.964	8757094.869
GCP #546	1758.772	-933.136	437507.883	8757059.877
GCP #547	1741.876	-909.846	437461.227	8757056.166
GCP #548	1734.569	-919.893	437471.3	8757046.623
GCP #549	1758.772	-863.724	437402.907	8757078.964
GCP #550	1748.726	-857.331	437391.773	8757070.481
GCP #551	1771.102	-822.168	437356.251	8757095.93
GCP #552	1758.772	-819.428	437344.587	8757087.977
GCP #553	1740.962	-844.544	437374.277	8757070.481
GCP #554	1775.212	-838.608	437377.458	8757098.581
GCP #555	1778.865	-828.561	437368.445	8757102.292
GCP #556	1805.351	-791.115	437340.345	8757133.042
GCP #557	1812.658	-775.132	437325.5	8757139.935
GCP #558	1841.427	-769.652	437331.863	8757168.034
GCP #559	1831.38	-740.426	437300.052	8757166.444
GCP #560	1798.044	-777.872	437315.427	8757128.271
GCP #561	1776.582	-808.468	437339.285	8757103.352
GCP #562	1785.715	-781.526	437311.185	8757116.607
GCP #563	1770.188	-798.422	437323.91	8757099.641
GCP #564	1759.229	-793.399	437312.246	8757092.219
GCP #565	1750.095	-817.145	437337.164	8757080.555
GCP #566	1723.609	-837.694	437361.022	8757049.804
GCP #567	1723.153	-792.485	437307.474	8757059.877
GCP #568	1705.8	-793.399	437318.078	8757048.214
GCP #569	1735.482	-787.462	437296.871	8757073.132
GCP #570	1702.603	-843.631	437370.036	8757034.429
GCP #571	1640.498	-797.509	437320.729	8756987.773
GCP #572	1712.65	-867.377	437396.014	8757039.731
GCP #573	1724.523	-880.62	437416.161	8757046.093
GCP #574	1705.8	-889.297	437423.054	8757027.536
GCP #575	1689.36	-908.476	437449.563	8757008.45
GCP #576	1687.99	-899.343	437432.067	8757010.04
GCP #577	1679.314	-895.69	437426.765	8757002.618
GCP #578	1678.857	-881.533	437411.39	8757007.39
GCP #579	1680.227	-868.29	437397.605	8757011.631
GCP #580	1671.094	-887.927	437418.812	8756999.967
GCP #581	1657.851	-814.405	437348.298	8757001.027
GCP #582	1644.151	-842.718	437377.458	8756983.001
GCP #583	1674.747	-906.65	437441.61	8756994.665
GCP #584	1654.654	-890.21	437423.054	8756982.471
GCP #585	1638.214	-887.013	437423.584	8756973.988
GCP #586	1667.441	-913.499	437462.287	8756990.954
GCP #587	1629.081	-913.956	437480.843	8756958.083
GCP #588	1625.885	-899.343	437446.912	8756956.492
GCP #589	1628.625	-877.424	437412.45	8756965.505
GCP #590	1615.382	-888.84	437427.825	8756947.479
GCP #591	1589.809	-866.92	437405.558	8756932.104
GCP #592	1588.895	-843.631	437374.807	8756934.225
GCP #593	1594.832	-849.111	437381.169	8756939.526
GCP #594	1598.942	-836.324	437372.156	8756946.419
GCP #595	1589.809	-835.868	437366.324	8756935.815
GCP #596	1584.786	-822.168	437352.009	8756935.815
GCP #597	1565.149	-802.988	437328.681	8756921.5
GCP #598	1566.976	-814.861	437342.466	8756918.849
GCP #599	1556.929	-832.671	437361.022	8756907.185
GCP #600	1557.843	-884.73	437428.886	8756899.233
GCP #601	1549.166	-875.14	437416.161	8756895.521
GCP #602	1565.606	-860.527	437398.665	8756913.548
GCP #603	1573.826	-882.903	437418.282	8756915.668
GCP #604	1583.872	-904.366	437455.925	8756919.38
GCP #605	1545.513	-865.55	437405.027	8756894.461
GCP #606	1621.318	-922.633	437500.99	8756949.6
GCP #607	1515.374	-876.054	437428.886	8756869.543
GCP #608	1528.16	-851.394	437390.713	8756877.495
GCP #609	1545.513	-859.614	437397.605	8756893.931
GCP #610	1526.333	-823.538	437363.673	8756884.918
GCP #611	1490.714	-897.06	437447.972	8756840.913
GCP #612	1473.361	-809.838	437352.54	8756840.383
GCP #613	1502.131	-807.098	437352.54	8756867.422
GCP #614	1471.078	-883.817	437435.778	8756830.309
GCP #615	1405.776	-860.071	437431.006	8756779.942
GCP #616	1429.522	-860.527	437422.523	8756797.968
GCP #617	1487.061	-912.586	437476.072	8756830.309
GCP #618	1459.205	-902.083	437476.602	8756815.994
GCP #619	1507.61	-923.089	437516.365	8756856.288
GCP #620	1499.391	-928.569	437540.754	8756855.228
GCP #621	1476.558	-927.656	437547.116	8756835.611
GCP #622	1554.646	-918.066	437500.99	8756893.401
GCP #623	1504.871	-914.413	437481.374	8756854.167
GCP #624	1569.031	-962.59	437674	8756895
GCP #625	1650.316	-966.243	437606	8756970
GCP #626	1816.539	-970.81	437585	8757098
GCP #627	2028.428	-968.983	437595	8757180
GCP #628	2175.472	-969.897	437707	8757373
GCP #629	2083.227	-989.076	437772	8757291
GCP #630	1948.056	-1018.302	437845	8757174
GCP #631	1752.607	-1030.175	437882	8757024
GCP #632	1591.864	-1050.268	438133.496	8756900.823
GCP #633	1643.009	-1069.448	438101.685	8756938.996
GCP #634	1828.412	-1083.148	438040	8757064
GCP #635	2007.422	-1070.361	438027	8757194
GCP #636	2196.478	-1030.175	437972	8757337
GCP #637	2320.689	-1016.476	437931	8757430
GCP #638	2317.035	-1060.315	438042.835	8757398.133
GCP #640	1922.255	-1129.498	438299.708	8757088.772
